recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990300971294,0.18501282,1.1577606,-0.6122589,-0.009277344,-0.66845703,0.76562494,1.3388888156774374,-41.46339655399314,65.88710602455411,0.7870621,-0.30299473,-0.18332209,0.505094
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990316057294,0.7953644,1.1577606,-0.9174347,-0.00390625,-0.6464844,0.76416016,1.3372063282451714,-41.45054833674978,65.8731277079147,0.78715366,-0.30292192,-0.18323928,0.505025
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990327527294,0.7324219,0.91552734,-1.405716,-0.0009765588,-0.65185547,0.7714844,1.3204231417829895,-41.42271112652019,65.83217969672599,0.78737795,-0.30272326,-0.18312204,0.504837
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990338998294,1.405716,1.707077,-2.0771027,0.0107421875,-0.65771484,0.77783203,1.303814584000964,-41.40434701915564,65.79949175901113,0.78754205,-0.30257684,-0.18306786,0.50468844
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990350469294,2.445221,2.2583008,-2.3822784,0.017089847,-0.6533203,0.7866211,1.2813000307169038,-41.374512361925056,65.75776716522473,0.78776556,-0.3023404,-0.18297936,0.5045133
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990360655294,3.5419464,2.3784637,-2.99263,0.01416016,-0.65185547,0.75634766,1.2660795388248187,-41.33753425084224,65.71635755246145,0.7880174,-0.3020866,-0.18280989,0.5043334
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990370841294,3.112793,2.9907227,-3.1757355,0.012695316,-0.66845703,0.7397461,1.2525971280110033,-41.30462426458189,65.66973118422828,0.78828454,-0.30187646,-0.18263306,0.5041056
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990381027294,3.604889,3.7231445,-3.419876,0.0014648438,-0.65722656,0.76416016,1.2445946903695229,-41.27634713111331,65.62028261469996,0.788561,-0.3017265,-0.18243192,0.50383574
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990391242294,2.9315948,4.81987,-2.9315948,-0.0078124963,-0.6538086,0.7700195,1.2659996841181498,-41.22047430251601,65.53969683151563,0.78909075,-0.30156603,-0.18182373,0.5033218
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990401459294,2.4433136,5.3081512,-2.5043488,-0.015136711,-0.6640625,0.7709961,1.2919745396331572,-41.195106412022085,65.50963410525277,0.78932816,-0.30155396,-0.18145286,0.5030905
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990411676294,1.9550323,5.4302216,-1.3446808,-0.028320309,-0.6772461,0.7631836,1.331874993472449,-41.17804848724259,65.49570487879788,0.7894956,-0.30163428,-0.18106544,0.5029192
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990420489294,1.5258789,5.554199,0.24223328,-0.043457024,-0.67822266,0.77539057,1.385485492679624,-41.16202571643221,65.49691317806831,0.78961533,-0.30175784,-0.18062793,0.50281423
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990429303294,1.4667511,5.125046,2.1343231,-0.037597653,-0.671875,0.78076166,1.4546456091413473,-41.145784856941674,65.52168225716348,0.78965646,-0.30191106,-0.18014428,0.50283104
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990438117294,1.6479492,5.065918,3.3550262,-0.041992184,-0.68408203,0.7983398,1.5315559893312316,-41.12762642392471,65.5613143291719,0.789649,-0.302062,-0.17963782,0.5029332
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990446931294,1.8920898,4.8828125,4.6367645,-0.030761715,-0.6743164,0.76171875,1.620228677217054,-41.107081074703956,65.61948580711574,0.7895841,-0.30221957,-0.17908853,0.5031363
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990457206294,1.9550323,3.9653778,6.1016083,-0.03027343,-0.6850586,0.7631836,1.708449962229735,-41.089775398872476,65.69073925589996,0.7894522,-0.3023774,-0.17859136,0.5034249
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990467481294,2.1362305,3.1738281,6.5288544,-0.004882805,-0.6899414,0.78271484,1.7903775049497328,-41.072237826435746,65.76696280748503,0.78928864,-0.30249888,-0.17814972,0.5037647
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990477756294,2.1381378,3.1108856,7.0171356,-0.016113278,-0.69677734,0.774414,1.8649822746219953,-41.053316866233196,65.84435013299658,0.7891114,-0.30257747,-0.17775545,0.5041342
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990488092294,1.832962,2.6226044,6.83403,0.0039062537,-0.6816406,0.7636719,1.9899022131571975,-41.01865279648734,65.98636725493154,0.78876585,-0.30267078,-0.17711483,0.50484365
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990498428294,1.1005402,2.5615692,6.345749,-0.00146484,-0.68066406,0.7636719,2.0473925326159597,-41.011836469812835,66.05100919268803,0.7885867,-0.30277777,-0.17685926,0.5051488
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990508764294,0.42915344,2.6226044,5.186081,0.0024414062,-0.6699219,0.7700195,2.0942315058724605,-41.00216863201283,66.10241138751515,0.78845626,-0.30283907,-0.17662926,0.50539607
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990516484294,0.24414062,2.5634766,3.7822723,-0.0004882738,-0.6699219,0.77539057,2.1269933120162823,-40.99799167717602,66.13603534316347,0.78836876,-0.3029033,-0.1764739,0.5055483
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990524204294,0.12397766,2.2602081,2.9888153,0.008300785,-0.67578125,0.7817383,2.1548031584831753,-40.99469102204314,66.16200654873298,0.7883051,-0.3029635,-0.17633635,0.50565934
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990531924294,0.18310547,1.8310547,1.6460419,0.0043945387,-0.65966797,0.77050775,2.164494829516219,-40.99298667296069,66.17052457790578,0.7882867,-0.30298156,-0.17628452,0.5056954
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990539644294,0.062942505,1.1577606,1.0356903,-0.0024414025,-0.6635742,0.7832031,2.167271662907952,-40.98925973741741,66.17264110060208,0.7882908,-0.30296513,-0.1762542,0.5057093
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990550341294,0.6122589,0.91362,0.0,-0.00146484,-0.66015625,0.79296875,2.151125662255142,-40.98244575211645,66.16205130556288,0.78832954,-0.30286372,-0.17630655,0.50569135
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990561038294,1.2836456,0.24223328,-0.6122589,-0.0004882738,-0.6748047,0.79394525,2.1356250658356983,-40.96934388640467,66.14898932666952,0.78839576,-0.3027261,-0.1763196,0.50566596
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990571735294,2.0771027,-0.0019073486,-1.2226105,-0.011718746,-0.66748047,0.7797851,2.11250810828315,-40.95056284175563,66.12604109544911,0.78850794,-0.30253133,-0.1763334,0.5056028
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990583097294,2.9907227,-0.18310547,-1.5888214,-0.021972653,-0.67333984,0.7788086,2.0628461766805626,-40.90126322819447,66.07082015111173,0.7887971,-0.30206087,-0.17630741,0.50544184
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990594458294,3.7250519,-0.24604797,-1.832962,-0.013671875,-0.6557617,0.7832031,2.0430164926160246,-40.861713747276745,66.04516699415922,0.7889775,-0.3017429,-0.17619826,0.50538796
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990605819294,4.3964386,-0.18119812,-1.7719269,-0.022460938,-0.66064453,0.7895507,2.0272240612028134,-40.81566581800051,66.02209967555007,0.7891688,-0.3013943,-0.17603903,0.5053526
92dd4baf-ea37-401c-98e7-3a8fe37d8baa,1746606990616159294,5.2490234,0.061035156,-1.2226105,-0.019042969,-0.65234375,0.7626953,2.013893988766598,-40.76561419180869,66.00328550517641,0.78935486,-0.30102256,-0.17585613,0.50534695
